031	2020	02	00000	11050590151	   	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	20200302
031	2020	02	00000	11052010371	   	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	500000.00          	136098.00          	136098.00          	136098.00          	136098.00          	136098.00          	20200302
031	2020	02	00000	11052010391	   	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	133989.00          	20200302
031	2020	02	00000	11052010401	   	306600.00          	306600.00          	306600.00          	306600.00          	293034.00          	293034.00          	293034.00          	293034.00          	293034.00          	293034.00          	600000.00          	518350.00          	518350.00          	518350.00          	481050.00          	481050.00          	481050.00          	481050.00          	413750.00          	360360.00          	326360.00          	285410.00          	285410.00          	285410.00          	285410.00          	285410.00          	285410.00          	285410.00          	285410.00          	285410.00          	285410.00          	285410.00          	20200302
031	2020	02	00000	11052010411	   	51963.00           	51963.00           	51963.00           	51963.00           	51963.00           	51963.00           	51963.00           	51963.00           	51963.00           	51963.00           	51963.00           	51963.00           	51963.00           	51963.00           	51963.00           	51963.00           	51963.00           	51963.00           	51963.00           	47560.00           	47560.00           	47560.00           	47560.00           	47560.00           	47560.00           	21699.00           	21699.00           	21699.00           	400000.00          	400000.00          	400000.00          	400000.00          	20200302
031	2020	02	00000	11052010421	   	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	45816.00           	20200302
031	2020	02	00000	11052010501	   	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	-434391.57         	-434391.57         	184391.57          	184391.57          	184391.57          	184391.57          	184391.57          	20200302
031	2020	02	00000	11052011001	   	0.00               	0.00               	0.00               	0.00               	0.00               	306966.00          	306966.00          	306966.00          	306966.00          	306966.00          	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	352440.00          	0.00               	0.00               	378301.00          	0.00               	0.00               	0.00               	0.00               	20200302
031	2020	02	00000	11100599011	   	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	20200302
031	2020	02	00000	11150500101	   	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	20200302
031	2020	02	00000	11150500111	   	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	20200302
031	2020	02	00000	11150500121	   	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	20200302
031	2020	02	00000	11150500221	   	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	20200302
031	2020	02	00000	11150500601	   	289687156591.93    	289687156591.93    	289687156591.93    	291900630891.61    	293007597083.73    	294324564681.76    	294254644299.00    	294154181947.67    	294154181947.67    	294154181947.67    	297006228622.25    	283564031034.36    	284891753661.13    	282579553813.37    	282206510627.46    	282206510627.46    	282206510627.46    	284161281856.54    	286922389612.76    	287585423750.22    	288321040328.87    	289134209110.80    	289134209110.80    	289134209110.80    	291276255187.43    	292043368149.54    	291823164253.90    	297357754210.48    	297357754210.48    	297357754210.48    	297357754210.48    	297357754210.48    	20200302
031	2020	02	00000	11150500611	   	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	-2275646887.63     	-2275646887.63     	-2275646887.63     	-2275646887.63     	-2275646887.63     	-2275646887.63     	-2275646887.63     	-2275646887.63     	-2275646887.63     	-2275646887.63     	-2275646887.63     	-2275646887.63     	-2275646887.63     	-2275646887.63     	-2275646887.63     	-1456980099.65     	-1456980099.65     	-1456980099.65     	-1456980099.65     	20200302
031	2020	02	00000	11150500621	   	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	2275646887.63      	2275646887.63      	2275646887.63      	2275646887.63      	2275646887.63      	2275646887.63      	2275646887.63      	2275646887.63      	2275646887.63      	2275646887.63      	2275646887.63      	2275646887.63      	2275646887.63      	2275646887.63      	2275646887.63      	2118203032.39      	2118203032.39      	2118203032.39      	2118203032.39      	20200302
031	2020	02	00000	11150500901	   	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	300000000.00       	20200302
031	2020	02	00000	11150500911	   	0.00               	0.00               	0.00               	709808.00          	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	-92712.00          	-92712.00          	1255808.00         	1255808.00         	1255808.00         	760355.00          	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	-19000.00          	157510875.66       	157510875.66       	157510875.66       	157510875.66       	20200302
031	2020	02	00000	11150500921	   	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	-8496442.20        	-1162782.19        	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	4321074.00         	4321074.00         	4321074.00         	4321074.00         	4513641.00         	-208020421.70      	0.00               	-156880598.60      	-156880598.60      	-156880598.60      	-156880598.60      	20200302
031	2020	02	00000	11150500931	   	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	20200302
031	2020	02	00000	11150501001	   	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	150000000.00       	20200302
031	2020	02	00000	11150501011	   	-2343739.00        	-2343739.00        	-2343739.00        	-2343739.00        	-2343739.00        	-2343739.00        	-50252300.00       	-50252300.00       	-50252300.00       	-50252300.00       	-50252300.00       	-89069000.00       	-89069000.00       	-89069000.00       	-89069000.00       	-89069000.00       	-89069000.00       	-89069000.00       	-38816700.00       	-38816700.00       	-39112419.00       	-39112419.00       	-39112419.00       	-39112419.00       	-39112419.00       	-39112419.00       	-39112419.00       	-39112419.00       	-294439.42         	-294439.42         	-294439.42         	-294439.42         	20200302
031	2020	02	00000	11150501021	   	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	863531925.00       	1650929465.00      	1650929465.00      	1650929465.00      	28.81              	0.00               	0.00               	0.00               	1081479679.28      	1081479679.28      	1081479679.28      	227233206.00       	227233206.00       	16909539.60        	16909539.60        	16909539.60        	16909539.60        	16909539.60        	0.00               	0.00               	996674179.85       	194174957.00       	0.00               	0.00               	0.00               	0.00               	20200302
031	2020	02	00000	11150501901	   	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	27625551940.92     	20200302
031	2020	02	00000	11150501911	   	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	20200302
031	2020	02	00000	11150505031	   	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	20200302
031	2020	02	00000	11150505032	   	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	0.00               	20200302
